Transaction_ID,Date,Month,Month_Name,Quarter,State,Platform,Category,Age_Group,Gender,Customer_Segment,Device_Type,Payment_Method,Delivery_Option,Order_Value_NGN,Quantity,Total_Value_NGN,Discount_Pct,Discount_Amount_NGN,Final_Value_NGN,Delivery_Days,Customer_Satisfaction,Repeat_Purchase_Likelihood,Returned,Platform_Rating
NM-10260,2023-06-16,6,Jun,Q2,Kaduna,Jiji,Home & Living,18-24,Female,Student,Mobile,Card,Standard (5-7 Days),68835.09,3,206505.27,0,0.0,206505.27,7,1,Medium,0,4.3
NM-10261,2023-05-30,5,May,Q2,Abuja,Jumia,Food & Grocery,35-44,Male,Student,Desktop,Wallet,Next Day,10969.6,2,21939.2,0,0.0,21939.2,2,5,High,1,4.7
NM-10262,2023-01-01,1,Jan,Q1,Abuja,Jiji,Automobile Parts,45-54,Female,Young Professional,Desktop,Card,2-3 Days,143043.99,3,429131.97,5,21456.6,407675.37,2,4,High,0,3.8
NM-10263,2023-08-02,8,Aug,Q3,Anambra,Jiji,Food & Grocery,45-54,Male,Young Professional,Mobile,Cash on Delivery,Standard (5-7 Days),5548.15,5,27740.75,10,2774.07,24966.68,5,3,Low,1,4.3
NM-10264,2023-08-06,8,Aug,Q3,Kano,Jumia,Automobile Parts,35-44,Male,Young Professional,Desktop,Cash on Delivery,Standard (5-7 Days),113993.61,1,113993.61,5,5699.68,108293.93,7,1,Medium,0,4.2
NM-10265,2023-05-24,5,May,Q2,Lagos,WhatsApp Commerce,Books & Education,18-24,Female,Business Owner,Mobile,USSD,Same Day,7776.64,1,7776.64,20,1555.33,6221.31,1,5,High,0,4.1
NM-10266,2023-10-21,10,Oct,Q4,Borno,Jumia,Electronics,25-34,Female,Student,Mobile,USSD,Standard (5-7 Days),260827.87,1,260827.87,25,65206.97,195620.9,5,1,Medium,0,4.1
NM-10267,2023-05-23,5,May,Q2,Kano,Jiji,Health & Beauty,18-24,Male,Business Owner,Mobile,Wallet,Same Day,10691.66,2,21383.32,0,0.0,21383.32,1,3,Low,0,3.3
NM-10268,2023-01-17,1,Jan,Q1,Delta,Konga,Food & Grocery,18-24,Female,Retiree,Desktop,USSD,Standard (5-7 Days),9885.5,1,9885.5,0,0.0,9885.5,6,4,High,0,4.5
NM-10269,2023-09-30,9,Sep,Q3,Kaduna,Jumia,Health & Beauty,25-34,Male,Retiree,Mobile,Transfer,Standard (5-7 Days),10093.99,2,20187.98,5,1009.4,19178.58,7,4,High,0,4.8
NM-10270,2023-05-11,5,May,Q2,Lagos,Jumia,Sports & Fitness,25-34,Female,Young Professional,Mobile,Cash on Delivery,2-3 Days,53730.09,1,53730.09,15,8059.51,45670.58,2,3,High,0,4.4
NM-10271,2023-04-09,4,Apr,Q2,Abuja,Jumia,Fashion,25-34,Male,Retiree,Mobile,Wallet,2-3 Days,4429.75,2,8859.5,0,0.0,8859.5,2,5,High,0,4.3
NM-10272,2023-08-07,8,Aug,Q3,Kano,Amazon Nigeria,Food & Grocery,55+,Male,Student,Mobile,USSD,Standard (5-7 Days),17921.09,2,35842.18,15,5376.33,30465.85,5,2,Low,0,4.6
NM-10273,2023-08-09,8,Aug,Q3,Kano,Konga,Books & Education,18-24,Female,Student,Mobile,Card,Standard (5-7 Days),4448.22,2,8896.44,20,1779.29,7117.15,5,1,Low,1,4.3
NM-10274,2023-09-09,9,Sep,Q3,Lagos,PayPorte,Health & Beauty,25-34,Female,Retiree,Mobile,Card,Same Day,18039.53,1,18039.53,15,2705.93,15333.6,1,5,High,0,4.1
NM-10275,2023-02-11,2,Feb,Q1,Kaduna,Konga,Health & Beauty,25-34,Female,Homemaker,Mobile,Cash on Delivery,2-3 Days,29838.4,2,59676.8,0,0.0,59676.8,2,1,Low,1,4.0
NM-10276,2023-09-08,9,Sep,Q3,Abuja,Amazon Nigeria,Books & Education,35-44,Female,Homemaker,Mobile,Card,Same Day,6748.36,2,13496.72,10,1349.67,12147.05,1,2,Medium,0,4.6
NM-10277,2023-01-10,1,Jan,Q1,Enugu,Konga,Food & Grocery,35-44,Female,Young Professional,Mobile,Wallet,Same Day,12838.05,3,38514.15,0,0.0,38514.15,1,5,High,0,4.6
NM-10278,2023-06-22,6,Jun,Q2,Abuja,Shoprite Online,Fashion,18-24,Male,Homemaker,Mobile,Transfer,Next Day,37083.88,5,185419.4,10,18541.94,166877.46,2,4,High,0,4.5
NM-10279,2023-08-13,8,Aug,Q3,Borno,Jumia,Fashion,35-44,Female,Student,Mobile,Transfer,Next Day,13233.07,2,26466.14,0,0.0,26466.14,2,5,Medium,1,4.3
NM-10280,2023-11-09,11,Nov,Q4,Oyo,Konga,Books & Education,25-34,Female,Young Professional,Mobile,Card,Standard (5-7 Days),10837.59,2,21675.18,15,3251.28,18423.9,6,3,High,0,4.8
NM-10281,2023-03-18,3,Mar,Q1,Borno,Konga,Home & Living,18-24,Male,Homemaker,Desktop,Cash on Delivery,2-3 Days,83803.03,4,335212.12,5,16760.61,318451.51,2,5,High,0,4.3
NM-10282,2023-05-01,5,May,Q2,Delta,Jumia,Electronics,25-34,Male,Homemaker,Mobile,Wallet,Standard (5-7 Days),256670.03,2,513340.06,5,25667.0,487673.06,5,4,Medium,0,4.0
NM-10283,2023-07-18,7,Jul,Q3,Rivers,Jumia,Books & Education,55+,Male,Student,Desktop,Transfer,Next Day,6542.05,1,6542.05,0,0.0,6542.05,2,3,Low,0,3.6
NM-10284,2023-11-10,11,Nov,Q4,Delta,Konga,Food & Grocery,35-44,Female,Business Owner,Mobile,USSD,Next Day,22828.3,2,45656.6,10,4565.66,41090.94,1,5,High,0,3.9
NM-10285,2023-03-18,3,Mar,Q1,Anambra,Shoprite Online,Home & Living,45-54,Female,Business Owner,Mobile,Card,Next Day,110081.79,3,330245.37,5,16512.27,313733.1,1,5,High,0,4.6
NM-10286,2023-06-01,6,Jun,Q2,Abuja,Konga,Home & Living,55+,Male,Student,Mobile,Transfer,Standard (5-7 Days),32492.18,5,162460.9,0,0.0,162460.9,7,3,High,0,4.1
NM-10287,2023-11-18,11,Nov,Q4,Kano,Amazon Nigeria,Automobile Parts,35-44,Male,Retiree,Desktop,Card,Standard (5-7 Days),21574.13,3,64722.39,5,3236.12,61486.27,6,4,High,0,3.4
NM-10288,2023-11-13,11,Nov,Q4,Abuja,Jiji,Sports & Fitness,18-24,Male,Business Owner,Mobile,Transfer,Same Day,7106.45,1,7106.45,10,710.64,6395.81,1,5,Medium,0,4.9
NM-10289,2023-06-26,6,Jun,Q2,Borno,Amazon Nigeria,Home & Living,25-34,Male,Homemaker,Mobile,Card,Standard (5-7 Days),57027.22,1,57027.22,15,8554.08,48473.14,6,3,High,1,4.6
NM-10290,2023-03-26,3,Mar,Q1,Abuja,Jumia,Books & Education,55+,Male,Young Professional,Mobile,Transfer,2-3 Days,5225.23,2,10450.46,5,522.52,9927.94,2,4,High,0,4.5
NM-10291,2023-11-27,11,Nov,Q4,Lagos,Jumia,Fashion,25-34,Male,Young Professional,Desktop,Transfer,2-3 Days,36046.62,1,36046.62,10,3604.66,32441.96,3,4,High,0,4.0
NM-10292,2023-10-02,10,Oct,Q4,Oyo,Shoprite Online,Electronics,35-44,Male,Student,Mobile,Card,Next Day,110557.61,5,552788.05,15,82918.21,469869.84,1,3,High,0,3.9
NM-10293,2023-10-01,10,Oct,Q4,Kaduna,Jumia,Electronics,25-34,Female,Homemaker,Tablet,USSD,2-3 Days,116022.52,4,464090.08,5,23204.5,440885.58,2,5,High,0,4.3
NM-10294,2023-09-03,9,Sep,Q3,Oyo,Konga,Health & Beauty,25-34,Male,Business Owner,Mobile,Wallet,Standard (5-7 Days),31755.67,1,31755.67,10,3175.57,28580.1,6,3,Medium,0,4.3
NM-10295,2023-09-20,9,Sep,Q3,Rivers,Jiji,Home & Living,35-44,Female,Student,Mobile,USSD,Standard (5-7 Days),50358.72,1,50358.72,10,5035.87,45322.85,6,1,Low,0,3.7
NM-10296,2023-08-06,8,Aug,Q3,Delta,Amazon Nigeria,Fashion,45-54,Male,Student,Desktop,Card,Standard (5-7 Days),33601.43,1,33601.43,15,5040.21,28561.22,5,2,Low,1,4.2
NM-10297,2023-03-12,3,Mar,Q1,Anambra,Jumia,Automobile Parts,35-44,Female,Young Professional,Mobile,USSD,Standard (5-7 Days),46257.45,3,138772.35,0,0.0,138772.35,6,4,High,0,3.5
NM-10298,2023-11-27,11,Nov,Q4,Oyo,Jumia,Books & Education,18-24,Female,Retiree,Mobile,Transfer,Standard (5-7 Days),4804.13,1,4804.13,0,0.0,4804.13,7,3,Medium,0,4.8
NM-10299,2023-03-11,3,Mar,Q1,Abuja,Konga,Electronics,25-34,Female,Student,Mobile,USSD,Next Day,134724.13,1,134724.13,5,6736.21,127987.92,2,3,High,0,4.3
NM-10300,2023-07-05,7,Jul,Q3,Abuja,Jiji,Food & Grocery,25-34,Female,Student,Mobile,Wallet,2-3 Days,4204.17,2,8408.34,15,1261.25,7147.09,2,3,High,0,4.8
NM-10301,2023-03-01,3,Mar,Q1,Kano,Jumia,Food & Grocery,25-34,Female,Student,Mobile,Wallet,Same Day,20833.43,4,83333.72,5,4166.69,79167.03,1,5,High,0,4.4
NM-10302,2023-02-10,2,Feb,Q1,Lagos,Shoprite Online,Fashion,25-34,Male,Retiree,Mobile,Card,Next Day,20841.81,2,41683.62,0,0.0,41683.62,1,2,Medium,0,3.2
NM-10303,2023-12-10,12,Dec,Q4,Oyo,Jumia,Health & Beauty,35-44,Male,Young Professional,Desktop,Transfer,Next Day,13924.84,1,13924.84,15,2088.73,11836.11,2,3,Medium,0,4.2
NM-10304,2023-01-03,1,Jan,Q1,Abuja,Shoprite Online,Electronics,18-24,Female,Young Professional,Mobile,Wallet,2-3 Days,341149.27,1,341149.27,0,0.0,341149.27,3,4,High,0,3.7
NM-10305,2023-09-11,9,Sep,Q3,Anambra,Konga,Home & Living,25-34,Female,Business Owner,Mobile,Cash on Delivery,Same Day,92661.47,2,185322.94,10,18532.29,166790.65,1,5,High,0,4.6
NM-10306,2023-01-07,1,Jan,Q1,Rivers,Jiji,Health & Beauty,55+,Male,Young Professional,Mobile,Cash on Delivery,Standard (5-7 Days),34958.51,1,34958.51,0,0.0,34958.51,5,1,Low,1,5.0
NM-10307,2023-09-13,9,Sep,Q3,Abuja,Konga,Home & Living,25-34,Male,Retiree,Mobile,USSD,Same Day,37029.61,2,74059.22,10,7405.92,66653.3,1,5,High,0,4.5
NM-10308,2023-02-04,2,Feb,Q1,Abuja,Jumia,Books & Education,18-24,Male,Retiree,Mobile,Cash on Delivery,Same Day,8224.82,1,8224.82,0,0.0,8224.82,1,5,Medium,0,4.5
NM-10309,2023-01-10,1,Jan,Q1,Rivers,Jumia,Books & Education,45-54,Female,Young Professional,Mobile,Cash on Delivery,2-3 Days,14359.84,1,14359.84,5,717.99,13641.85,3,3,Medium,0,4.2
NM-10310,2023-12-12,12,Dec,Q4,Oyo,Amazon Nigeria,Food & Grocery,25-34,Male,Young Professional,Mobile,Cash on Delivery,Standard (5-7 Days),13282.74,2,26565.48,10,2656.55,23908.93,7,4,High,0,4.9
NM-10311,2023-10-26,10,Oct,Q4,Borno,PayPorte,Health & Beauty,18-24,Male,Young Professional,Mobile,USSD,Same Day,3374.24,3,10122.72,5,506.14,9616.58,1,5,Medium,0,3.5
NM-10312,2023-12-03,12,Dec,Q4,Oyo,Jiji,Fashion,25-34,Male,Business Owner,Mobile,USSD,Same Day,39261.48,2,78522.96,20,15704.59,62818.37,1,5,High,0,3.6
NM-10313,2023-08-12,8,Aug,Q3,Abuja,Shoprite Online,Fashion,18-24,Male,Homemaker,Mobile,Card,2-3 Days,11473.86,2,22947.72,25,5736.93,17210.79,2,3,Medium,0,4.6
NM-10314,2023-09-01,9,Sep,Q3,Borno,Shoprite Online,Fashion,18-24,Female,Student,Mobile,Wallet,2-3 Days,20938.45,1,20938.45,0,0.0,20938.45,3,4,High,0,4.0
NM-10315,2023-08-28,8,Aug,Q3,Enugu,Jumia,Electronics,25-34,Female,Student,Desktop,Wallet,Standard (5-7 Days),104758.54,2,209517.08,15,31427.56,178089.52,7,2,Low,1,4.0
NM-10316,2023-05-03,5,May,Q2,Abuja,Jiji,Automobile Parts,35-44,Male,Retiree,Desktop,USSD,2-3 Days,29803.25,1,29803.25,0,0.0,29803.25,3,4,High,0,3.3
NM-10317,2023-02-12,2,Feb,Q1,Kano,Jumia,Health & Beauty,35-44,Male,Young Professional,Mobile,Wallet,Standard (5-7 Days),12701.91,1,12701.91,0,0.0,12701.91,7,3,Low,1,3.7
NM-10318,2023-11-04,11,Nov,Q4,Abuja,Jiji,Fashion,25-34,Male,Homemaker,Mobile,Wallet,2-3 Days,8135.63,3,24406.89,5,1220.34,23186.55,2,3,Low,0,3.5
NM-10319,2023-05-07,5,May,Q2,Anambra,Jumia,Electronics,25-34,Male,Student,Mobile,Cash on Delivery,2-3 Days,337710.64,3,1013131.92,25,253282.98,759848.94,3,4,High,1,4.5
NM-10320,2023-10-01,10,Oct,Q4,Lagos,PayPorte,Home & Living,45-54,Female,Student,Mobile,USSD,2-3 Days,104699.59,3,314098.77,5,15704.94,298393.83,3,2,Low,1,4.8
NM-10321,2023-06-20,6,Jun,Q2,Kaduna,Amazon Nigeria,Automobile Parts,25-34,Male,Homemaker,Mobile,Transfer,Standard (5-7 Days),145738.12,3,437214.36,15,65582.15,371632.21,7,1,Medium,0,4.4
NM-10322,2023-06-10,6,Jun,Q2,Lagos,Jiji,Food & Grocery,25-34,Female,Student,Desktop,Cash on Delivery,Same Day,15243.61,1,15243.61,0,0.0,15243.61,1,5,Medium,0,4.2
NM-10323,2023-10-20,10,Oct,Q4,Kaduna,Shoprite Online,Home & Living,45-54,Female,Retiree,Mobile,Transfer,Standard (5-7 Days),30816.02,4,123264.08,20,24652.82,98611.26,6,2,Low,0,3.5
NM-10324,2023-12-11,12,Dec,Q4,Abuja,Instagram Shop,Food & Grocery,35-44,Female,Young Professional,Mobile,Wallet,Standard (5-7 Days),13365.43,1,13365.43,0,0.0,13365.43,7,3,Low,0,4.2
NM-10325,2023-11-13,11,Nov,Q4,Oyo,PayPorte,Home & Living,25-34,Male,Homemaker,Mobile,Cash on Delivery,Same Day,56862.32,1,56862.32,10,5686.23,51176.09,1,5,High,0,3.4
NM-10326,2023-07-01,7,Jul,Q3,Anambra,PayPorte,Health & Beauty,25-34,Male,Homemaker,Mobile,Transfer,Same Day,34894.03,4,139576.12,25,34894.03,104682.09,1,5,High,0,3.3
NM-10327,2023-06-12,6,Jun,Q2,Enugu,Jumia,Food & Grocery,45-54,Male,Student,Mobile,USSD,2-3 Days,18335.88,1,18335.88,0,0.0,18335.88,2,4,Medium,0,4.7
NM-10328,2023-03-19,3,Mar,Q1,Oyo,Jiji,Health & Beauty,35-44,Female,Business Owner,Mobile,Wallet,2-3 Days,20559.43,4,82237.72,10,8223.77,74013.95,2,2,Low,1,3.9
NM-10329,2023-03-05,3,Mar,Q1,Delta,Jumia,Sports & Fitness,45-54,Female,Homemaker,Mobile,Wallet,Same Day,30569.93,1,30569.93,0,0.0,30569.93,1,5,High,1,4.2
NM-10330,2023-03-04,3,Mar,Q1,Anambra,Instagram Shop,Home & Living,25-34,Female,Business Owner,Mobile,Cash on Delivery,Same Day,50329.53,2,100659.06,25,25164.76,75494.3,1,3,High,0,3.9
NM-10331,2023-10-19,10,Oct,Q4,Oyo,Jiji,Electronics,25-34,Female,Homemaker,Tablet,USSD,Standard (5-7 Days),58322.27,3,174966.81,15,26245.02,148721.79,5,3,Medium,0,3.2
NM-10332,2023-11-28,11,Nov,Q4,Oyo,Jumia,Automobile Parts,25-34,Male,Student,Mobile,Transfer,Next Day,152491.24,2,304982.48,0,0.0,304982.48,2,5,High,0,4.6
NM-10333,2023-07-08,7,Jul,Q3,Enugu,Jumia,Books & Education,18-24,Male,Homemaker,Mobile,Cash on Delivery,Standard (5-7 Days),9787.22,1,9787.22,5,489.36,9297.86,6,3,High,0,4.2
NM-10334,2023-06-03,6,Jun,Q2,Enugu,Jumia,Books & Education,18-24,Male,Student,Mobile,Cash on Delivery,2-3 Days,12860.76,1,12860.76,0,0.0,12860.76,2,4,High,0,4.6
NM-10335,2023-01-24,1,Jan,Q1,Kaduna,Jumia,Fashion,35-44,Female,Homemaker,Mobile,Wallet,Next Day,6498.2,3,19494.6,0,0.0,19494.6,2,5,High,0,3.6
NM-10336,2023-09-02,9,Sep,Q3,Borno,Jumia,Fashion,18-24,Male,Homemaker,Mobile,Cash on Delivery,Standard (5-7 Days),22326.85,1,22326.85,10,2232.68,20094.17,7,4,High,1,4.5
NM-10337,2023-11-29,11,Nov,Q4,Abuja,Jumia,Electronics,45-54,Male,Young Professional,Mobile,Card,Next Day,63626.65,1,63626.65,15,9544.0,54082.65,1,5,High,0,4.5
NM-10338,2023-07-20,7,Jul,Q3,Delta,WhatsApp Commerce,Books & Education,25-34,Female,Homemaker,Desktop,Transfer,Next Day,2187.45,1,2187.45,10,218.75,1968.7,2,4,High,0,4.0
NM-10339,2023-02-02,2,Feb,Q1,Delta,Jiji,Books & Education,25-34,Male,Business Owner,Mobile,Card,Same Day,5115.96,2,10231.92,20,2046.38,8185.54,1,5,High,0,3.6
NM-10340,2023-12-03,12,Dec,Q4,Rivers,Konga,Books & Education,55+,Female,Young Professional,Mobile,Card,2-3 Days,7824.31,3,23472.93,15,3520.94,19951.99,3,4,High,1,3.8
NM-10341,2023-09-10,9,Sep,Q3,Abuja,PayPorte,Food & Grocery,18-24,Male,Retiree,Mobile,Card,Standard (5-7 Days),8983.99,1,8983.99,0,0.0,8983.99,6,3,Low,0,4.8
NM-10342,2023-06-24,6,Jun,Q2,Lagos,Shoprite Online,Sports & Fitness,35-44,Female,Business Owner,Mobile,Cash on Delivery,Same Day,63651.32,2,127302.64,15,19095.4,108207.24,1,5,Medium,0,4.9
NM-10343,2023-02-23,2,Feb,Q1,Delta,WhatsApp Commerce,Fashion,45-54,Male,Student,Desktop,Transfer,Same Day,10015.94,1,10015.94,0,0.0,10015.94,1,4,High,0,3.2
NM-10344,2023-08-31,8,Aug,Q3,Kaduna,Konga,Food & Grocery,35-44,Male,Student,Desktop,Transfer,Standard (5-7 Days),9850.36,1,9850.36,0,0.0,9850.36,6,3,Medium,0,4.5
NM-10345,2023-01-06,1,Jan,Q1,Kano,Shoprite Online,Automobile Parts,55+,Male,Retiree,Desktop,Cash on Delivery,2-3 Days,145784.14,1,145784.14,0,0.0,145784.14,3,5,Medium,0,4.3
NM-10346,2023-06-05,6,Jun,Q2,Kano,Instagram Shop,Electronics,45-54,Female,Business Owner,Tablet,Wallet,Standard (5-7 Days),256719.6,1,256719.6,5,12835.98,243883.62,7,3,High,1,4.2
NM-10347,2023-03-06,3,Mar,Q1,Borno,PayPorte,Sports & Fitness,18-24,Male,Young Professional,Desktop,Cash on Delivery,Same Day,43555.7,1,43555.7,0,0.0,43555.7,1,4,High,0,3.5
NM-10348,2023-03-05,3,Mar,Q1,Oyo,PayPorte,Fashion,18-24,Female,Homemaker,Desktop,Transfer,2-3 Days,21846.95,2,43693.9,0,0.0,43693.9,2,5,High,0,4.1
NM-10349,2023-05-07,5,May,Q2,Borno,Jumia,Health & Beauty,35-44,Female,Young Professional,Mobile,USSD,Next Day,5919.87,1,5919.87,0,0.0,5919.87,2,2,Low,0,3.8
NM-10350,2023-08-14,8,Aug,Q3,Abuja,Konga,Automobile Parts,35-44,Female,Young Professional,Mobile,Wallet,2-3 Days,140291.43,4,561165.72,15,84174.86,476990.86,2,4,High,1,4.2
NM-10351,2023-03-03,3,Mar,Q1,Rivers,Konga,Electronics,35-44,Male,Business Owner,Tablet,Card,Same Day,138811.3,1,138811.3,10,13881.13,124930.17,1,5,High,0,4.3
NM-10352,2023-01-23,1,Jan,Q1,Lagos,Instagram Shop,Health & Beauty,18-24,Male,Homemaker,Mobile,USSD,Same Day,16071.19,2,32142.38,10,3214.24,28928.14,1,5,Medium,0,4.3
NM-10353,2023-06-23,6,Jun,Q2,Delta,PayPorte,Food & Grocery,25-34,Female,Student,Mobile,USSD,Standard (5-7 Days),14442.87,4,57771.48,20,11554.3,46217.18,5,3,High,0,4.4
NM-10354,2023-09-01,9,Sep,Q3,Enugu,Jiji,Fashion,55+,Female,Homemaker,Tablet,Card,Same Day,24110.83,1,24110.83,10,2411.08,21699.75,1,5,High,1,3.9
NM-10355,2023-09-28,9,Sep,Q3,Enugu,Jiji,Automobile Parts,25-34,Male,Homemaker,Mobile,Wallet,2-3 Days,68937.43,1,68937.43,0,0.0,68937.43,2,2,Low,0,3.3
NM-10356,2023-06-15,6,Jun,Q2,Borno,WhatsApp Commerce,Food & Grocery,18-24,Male,Young Professional,Mobile,Transfer,Standard (5-7 Days),7932.49,4,31729.96,20,6345.99,25383.97,5,4,High,0,3.8
NM-10357,2023-01-10,1,Jan,Q1,Abuja,Jumia,Sports & Fitness,18-24,Female,Young Professional,Mobile,Cash on Delivery,Standard (5-7 Days),24456.14,4,97824.56,10,9782.46,88042.1,6,3,Medium,0,4.5
NM-10358,2023-11-14,11,Nov,Q4,Kano,Konga,Food & Grocery,18-24,Female,Student,Mobile,Card,Standard (5-7 Days),8652.74,5,43263.7,0,0.0,43263.7,7,2,Medium,0,3.9
NM-10359,2023-08-10,8,Aug,Q3,Kano,Shoprite Online,Fashion,35-44,Female,Young Professional,Mobile,USSD,Next Day,11855.71,1,11855.71,15,1778.36,10077.35,2,4,High,0,3.9
NM-10360,2023-12-23,12,Dec,Q4,Borno,Konga,Food & Grocery,35-44,Male,Young Professional,Mobile,Transfer,Same Day,18175.89,2,36351.78,10,3635.18,32716.6,1,5,High,0,4.0
NM-10361,2023-12-30,12,Dec,Q4,Lagos,Jumia,Sports & Fitness,35-44,Female,Homemaker,Mobile,Card,Same Day,31194.4,1,31194.4,10,3119.44,28074.96,1,5,Medium,0,4.3
NM-10362,2023-10-17,10,Oct,Q4,Lagos,Jumia,Automobile Parts,18-24,Male,Student,Desktop,Transfer,Standard (5-7 Days),137057.7,2,274115.4,0,0.0,274115.4,5,2,Low,1,4.4
NM-10363,2023-05-21,5,May,Q2,Enugu,Jiji,Books & Education,25-34,Female,Student,Desktop,Transfer,2-3 Days,3143.19,1,3143.19,5,157.16,2986.03,2,3,Medium,0,3.0
NM-10364,2023-06-18,6,Jun,Q2,Rivers,Konga,Electronics,45-54,Male,Retiree,Tablet,Card,Same Day,119119.96,2,238239.92,0,0.0,238239.92,1,5,High,0,3.8
NM-10365,2023-10-24,10,Oct,Q4,Kaduna,Amazon Nigeria,Sports & Fitness,35-44,Female,Business Owner,Desktop,Wallet,Standard (5-7 Days),13486.8,5,67434.0,20,13486.8,53947.2,7,1,Medium,0,4.3
NM-10366,2023-04-30,4,Apr,Q2,Abuja,Jumia,Electronics,18-24,Female,Business Owner,Mobile,Wallet,Standard (5-7 Days),304635.22,2,609270.44,10,60927.04,548343.4,6,4,High,0,4.5
NM-10367,2023-10-21,10,Oct,Q4,Delta,Jiji,Home & Living,35-44,Female,Student,Mobile,Transfer,Same Day,19487.89,1,19487.89,5,974.39,18513.5,1,4,Medium,0,3.9
NM-10368,2023-09-23,9,Sep,Q3,Kaduna,Jumia,Food & Grocery,25-34,Female,Homemaker,Mobile,Card,2-3 Days,15488.12,2,30976.24,0,0.0,30976.24,3,3,Medium,1,3.9
NM-10369,2023-03-25,3,Mar,Q1,Delta,PayPorte,Books & Education,35-44,Male,Business Owner,Mobile,Wallet,2-3 Days,2915.45,3,8746.35,20,1749.27,6997.08,2,4,High,0,4.0
NM-10370,2023-10-12,10,Oct,Q4,Kaduna,Shoprite Online,Automobile Parts,18-24,Male,Young Professional,Mobile,Card,2-3 Days,30116.34,1,30116.34,0,0.0,30116.34,2,3,Medium,0,3.5
NM-10371,2023-12-13,12,Dec,Q4,Kano,Konga,Home & Living,45-54,Male,Young Professional,Mobile,Card,2-3 Days,20783.01,2,41566.02,20,8313.2,33252.82,2,4,High,0,4.5
NM-10372,2023-07-11,7,Jul,Q3,Borno,Amazon Nigeria,Fashion,18-24,Male,Student,Mobile,Transfer,Next Day,16353.97,1,16353.97,10,1635.4,14718.57,1,4,Medium,0,3.6
NM-10373,2023-11-27,11,Nov,Q4,Kano,Amazon Nigeria,Books & Education,18-24,Male,Homemaker,Desktop,Card,Same Day,11640.34,1,11640.34,10,1164.03,10476.31,1,5,High,0,3.5
NM-10374,2023-06-06,6,Jun,Q2,Anambra,Jiji,Electronics,45-54,Male,Business Owner,Mobile,Card,Standard (5-7 Days),157382.66,1,157382.66,0,0.0,157382.66,7,1,Low,0,3.1
NM-10375,2023-07-15,7,Jul,Q3,Enugu,Jiji,Automobile Parts,45-54,Male,Business Owner,Mobile,Cash on Delivery,2-3 Days,12745.89,1,12745.89,0,0.0,12745.89,3,3,Medium,0,3.2
NM-10376,2023-05-09,5,May,Q2,Oyo,Instagram Shop,Fashion,25-34,Female,Business Owner,Mobile,Transfer,Next Day,15714.05,3,47142.15,10,4714.22,42427.93,2,4,High,0,4.1
NM-10377,2023-01-07,1,Jan,Q1,Oyo,Jumia,Health & Beauty,45-54,Female,Student,Desktop,USSD,Standard (5-7 Days),17840.13,1,17840.13,15,2676.02,15164.11,5,2,Low,1,4.4
NM-10378,2023-10-13,10,Oct,Q4,Delta,Konga,Fashion,25-34,Male,Young Professional,Desktop,USSD,Standard (5-7 Days),4264.37,1,4264.37,20,852.87,3411.5,6,4,High,0,4.0
NM-10379,2023-10-18,10,Oct,Q4,Enugu,Jumia,Electronics,55+,Female,Homemaker,Desktop,Wallet,Next Day,225996.17,2,451992.34,10,45199.23,406793.11,2,5,High,0,4.8
NM-10380,2023-07-17,7,Jul,Q3,Oyo,Jumia,Fashion,18-24,Male,Young Professional,Mobile,Wallet,Standard (5-7 Days),14920.34,1,14920.34,10,1492.03,13428.31,5,3,Low,0,4.0
NM-10381,2023-08-10,8,Aug,Q3,Abuja,Jumia,Automobile Parts,18-24,Male,Homemaker,Desktop,Cash on Delivery,Next Day,165036.05,2,330072.1,0,0.0,330072.1,2,4,Medium,1,4.6
NM-10382,2023-05-28,5,May,Q2,Borno,Shoprite Online,Sports & Fitness,35-44,Female,Homemaker,Desktop,Wallet,Standard (5-7 Days),53118.73,3,159356.19,5,7967.81,151388.38,7,4,High,0,4.2
NM-10383,2023-11-18,11,Nov,Q4,Anambra,Konga,Food & Grocery,45-54,Male,Homemaker,Mobile,Wallet,Next Day,14367.96,2,28735.92,0,0.0,28735.92,1,5,High,0,4.5
NM-10384,2023-12-12,12,Dec,Q4,Kaduna,Konga,Food & Grocery,18-24,Female,Retiree,Mobile,USSD,Standard (5-7 Days),19243.93,1,19243.93,15,2886.59,16357.34,5,1,Medium,1,3.6
NM-10385,2023-02-21,2,Feb,Q1,Enugu,PayPorte,Books & Education,18-24,Male,Business Owner,Mobile,Card,Next Day,3892.69,1,3892.69,15,583.9,3308.79,1,5,Medium,0,3.4
NM-10386,2023-01-27,1,Jan,Q1,Lagos,Amazon Nigeria,Home & Living,25-34,Male,Homemaker,Mobile,Cash on Delivery,Same Day,73793.62,1,73793.62,5,3689.68,70103.94,1,5,Medium,0,3.0
NM-10387,2023-09-20,9,Sep,Q3,Rivers,PayPorte,Fashion,35-44,Male,Homemaker,Tablet,Card,Next Day,7522.72,1,7522.72,10,752.27,6770.45,1,5,Medium,0,3.6
NM-10388,2023-11-29,11,Nov,Q4,Lagos,Konga,Sports & Fitness,18-24,Female,Student,Mobile,Transfer,Next Day,51417.11,1,51417.11,20,10283.42,41133.69,2,4,High,0,4.2
